name,description,field,start_date,stage,business_registered,tax_code,status,website,fanpage,youtube,document_url,avatar_url,mentor_id,lecturer_id
TIKERA – Hệ sinh thái phát triển thương hiệu số,https://vanlangunivn-my.sharepoint.com/personal/quan_dh_vlu_edu_vn/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F36%2E%20Tikera%2F%5BTTDA%5D%5F%20TIKERA%2Epdf&parent=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F36%2E%20Tikera&parentview=0,,,,,,,,,,,,,
Yuumi – Trợ lý ảo chăm sóc sức khỏe,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BA0385A72-1B42-4290-83FD-14112A42D274%7D&file=%5BTTDA%5D_%20Yuumi_%20TRO%20LY%20AO%20CHAM%20SOC%20SUC%20KHOE.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
MediTech GPT – Nền tảng hỗ trợ chẩn đoán bệnh thông minh tích hợp trí tuệ nhân tạo (AI) và thị giác máy tính (Computer Vision),https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B9CC9B118-E2BD-47C7-9676-67E68094DC6B%7D&file=%5BTTDA%5D_Dinovator_KhoaCNTT_Team5.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Ứng dụng hỗ trợ tâm lí cộng đồng,https://vanlangunivn-my.sharepoint.com/personal/quan_dh_vlu_edu_vn/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F39%2E%20SoulCalm%2F%5BTTDA%5D%5F%20SOULCALM%2Epdf&parent=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F39%2E%20SoulCalm&parentview=0,,,,,,,,,,,,,
CROCHET DREAMS,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B6EBB753C-42FE-4631-A94A-B5D333461B39%7D&file=%5BTTDA%5D_%20GI%E1%BA%A4C%20M%C6%A0%20LEN.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Đèn Tác Động Nhịp Sinh Học - SUNDREAM,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BE51D7C58-50CF-4EF7-BFC6-5BC7B1D3CF66%7D&file=%5BTTDA%5D_%20REACH.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
UniFund,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BB45DDB9E-A981-41CA-9A97-322F2DC6F914%7D&file=RA%20KH%C6%A0I%202024%20-%20T%C3%93M%20T%E1%BA%AET%20D%E1%BB%B0%20%C3%81N%20UNIFUND.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Túi lọc dầu thải trong sinh hoạt,https://vanlangunivn-my.sharepoint.com/personal/quan_dh_vlu_edu_vn/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F43%2E%20Will%2F%5BTTDA%5D%5FWILL%2Epdf&parent=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F43%2E%20Will&parentview=0,,,,,,,,,,,,,
"Dự án hỗ trợ sản xuất, thương mại dành cho nông sản",https://vanlangunivn-my.sharepoint.com/personal/quan_dh_vlu_edu_vn/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F44%2E%20Bright%2F%5BTTDA%5D%5F%20Bright%2Epdf&parent=%2Fpersonal%2Fquan%5Fdh%5Fvlu%5Fedu%5Fvn%2FDocuments%2FRa%20Kh%C6%A1i%2024%2FRa%20Kh%C6%A1i%2024%2FTR%E1%BB%8CNG%20%2D%20H%E1%BB%92%20S%C6%A0%20D%E1%BB%B0%20THI%20RA%20KH%C6%A0I%202024%2F44%2E%20Bright&parentview=0,,,,,,,,,,,,,
Thực phẩm sấy dẻo và màng bảo vệ từ vỏ chanh dây phụ phẩm (Soft dried food and protective film from passion fruit peel by-products),https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BF3F3DBC2-5687-4C84-BA11-FF86A4141EF8%7D&file=T%C3%93M%20T%E1%BA%AET%20D%E1%BB%B0%20%C3%81N%20RA%20KH%C6%A0I-%20nh%C3%B3m%20100%20Perfruit.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
AMV – Ngư Trường Không Người Lái.,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B7ADFF970-1D76-494C-805A-40600F1F0B17%7D&file=%5BTTDA%5D_AMV.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Đồng hồ phòng thân,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B06C75FF6-B1CB-4AF4-BF90-F5A3B3DF7956%7D&file=%5BTTDA%5D_%20C%C3%A2y%20L%C3%BAa.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Tưới SoFund,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BC17D0001-62DC-43FE-889A-176DA13C3864%7D&file=%5BTTDA%5D_T%C6%B0%E1%BB%9Bi%20SoFund.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
GreenChain,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B4F7DA2A3-DD1F-426E-BA83-E6D3B9B3A84D%7D&file=B%E1%BA%A3n%20sao%20c%E1%BB%A7a%20%5BTTDA%5D_%20T%C3%8AN%20%C4%90%E1%BB%98I%20THI.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Hộp Đồ Chơi Gỗ Bí Ẩn,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BA20D512F-6443-4D44-95A5-F65AF28F2B55%7D&file=%5BTTDA%5D_%20KHOI%20NGHIEP.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Điểm nhận hàng,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BCE16C88A-FE00-4387-B962-FF31ACD200CB%7D&file=%5BTTDA%5D_%20Sailing%20Beyond%20the%20Wind.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Dịch vụ ở cữ cho phụ nữ sau sinh Babau,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B79097D1D-226B-4ADA-8ACD-44EC2890DB9B%7D&file=%5BTTDA%5D_%20Dynamic.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Son chay,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B0CB3F887-89A5-4457-99E5-599A0501D9D4%7D&file=NH%C3%93M%20NICE%20-%20SON%20CHAY.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Kangkong Tea,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B26F95069-7694-4D01-94DF-4CAC756D512C%7D&file=TO%CC%81M%20TA%CC%86%CC%81T%20DU%CC%9B%CC%A3%20A%CC%81N.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Tourify,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B1DF836CA-3515-4BB8-A5A3-B40262B09ED3%7D&file=%5BTTDA%5D_%20DOMINATORSdocx.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Skills Development,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BFDD4409B-8A38-44C8-B3E7-F999DD71CB21%7D&file=%5BTTDA%5D_%20Dream.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
BioPicture,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BEB08F63A-490F-48B4-BEC2-28FA7087A348%7D&file=%5BTTDA%5D_%20L%C3%A1%20Xanh.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
"Máy khử DORIZ-5 - Hệ thống khử mùi, diệt khuẩn trong nhà vệ sinh",https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BBEE7849E-2032-4909-90E9-4C5BFB74B937%7D&file=%5BTTDA%5D_Lost%26Found_KhoaCNTT_Team1.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Mô hình lắp ráp tái chế từ vải,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7B1436A110-5040-4268-99A3-12B575BFC375%7D&file=%5BTTDA%5D_RESEMEL.docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
TÁI CHẾ PHẾ PHẨM SÁNG TẠO XANH,https://vanlangunivn-my.sharepoint.com/:w:/r/personal/quan_dh_vlu_edu_vn/_layouts/15/Doc.aspx?sourcedoc=%7BF8398C59-24B8-4380-8EFF-E2F91A9A7927%7D&file=%5BTTDA%5D_%203R%20(Recycle%20-%20Reduce%20-%20Reuse)%20(1).docx&action=default&mobileredirect=true&wdsle=0,,,,,,,,,,,,,
Hệ thống Quản lý và Điều phối Y tế tích hợp AI,"Nền tảng AI điều phối y tế, tối ưu vận hành nội viện theo thời gian thực",,,,,,,,,,,,,
FEMAlign , Hệ thống ứng dụng trí tuệ nhân tạo (AI) hỗ trợ bác sĩ chỉnh nha xác lập lộ trình điều trị và mô phỏng kết quả sau điều trị,,,,,,,,,,,,,
MIMO , Trợ lý vận hành phòng khám Nha thời đại số,,,,,,,,,,,,,
CareLogix, Trợ lý AI trong hành chính y tế,,,,,,,,,,,,,
Salus Mentis: Sức khỏe tâm trí,Giúp tự động hóa quá trình tạo ra báo cáo y tế dựa trên dữ liệu thu thập từ hệ thống HIS và các mẫu báo cáo đầu vào từ người dùng.,,,,,,,,,,,,,
DentAI ,"Trợ lý đọc phim X-quang, đồng hành cùng bác sĩ Răng Hàm Mặt Việt Nam",,,,,,,,,,,,,
Breat Motion,Ứng dụng quản lý sức khoẻ toàn diện ,,,,,,,,,,,,,
Mô hình Tổ Ấm Tuổi Xế Chiều,Dự án Tổ Ấm Tuổi Xế Chiều xây dựng hệ sinh thái dịch vụ chăm sóc sức khỏe,,,,,,,,,,,,,
SpeedWash,Dự án SpeedWash cung cấp dịch vụ rửa xe thông minh tại các trung tâm thương mại lớn như Vincom và AEON Mall. Khách hàng có thể đặt lịch và theo dõi tiến độ qua ứng dụng di động hoặc trực tiếp tại quầy.,,,,,,,,,,,,,
Liteefea Study coffee ,"Dự án Liteefea study coffee sẽ cung cấp không gian học tập kết hợp quán
cà phê, phục vụ nhu cầu của sinh viên và người làm việc cần môi trường
yên tĩnh, tiện nghi để học tập và làm việc, đặc biệt là nhóm Gen Z tại
thành phố Hồ Chí Minh.",,,,,,,,,,,,,
Yên Linh - Trà măng tây ,"Dự án biến phế phẩm nông nghiệp từ gốc măng tây thành sản phẩm trà mang nhiều công dụng tốt cho sức khỏe của người tiêu dùng, trà Yên Linh không chỉ mang đến giá trị kinh tế cho nông dân mà còn góp phần đáp ứng nhu cầu ngày càng tăng của người tiêu dùng về các sản phẩm thay thế bổ dưỡng.",,,,,,,,,,,,,
Yuumi - Trợ lý sức khỏe thông minh,"Yuumi là một ứng dụng chăm sóc sức khỏe đa di năng tại Việt Nam, với mục tiêu cung  cấp thông tin, dịch vụ tư vấn cá nhân hóa về chăm sóc sức khỏe độc quyền để mang lại sự an tâm cho người dân Việt Nam.",,,,,,,,,,,,,
Dự án khởi nghiệp thương hiệu Trà Thị,"Dự án Trà Thị - Thương hiệu Trà thơm tôn vinh nét đẹp người phụ nữ truyền thống Việt Nam qua bốn thức trà theo bốn mùa:
Mùa Xuân - Trà Hoa Mộc, Mùa Hè - Trà Hoa Sen, Mùa Thu - Trà Hoa Ngọc Lan, Mùa Đông – Trà Hoa Gừng Đen. Mỗi loài hoa
tương ứng với 4 công dụng tốt cho sức khoẻ theo mùa cho nữ giới với mục tiêu đem thương hiệu trà Thái Nguyên – nơi được
ví như là viên ngọc xanh phía Bắc mang đậm dấu ấn Việt Nam đến khắp mọi miền đất nước và với bạn bè quốc tế.",,,,,,,,,,,,,
 XÂY DỰNG WEBSITE KẾT NỐI BẾP VIỆT VỚI THẾ HỆ TRẺ,"Ý tưởng chính của dư án: Nhóm tôi mong muốn đem đến trải nghiệm thực hiện và tạo ra những món ăn truyền thống Việt cho thế hệ trẻ nhằm nung nấu, giữ lửa cho căn bếp.",,,,,,,,,,,,,
DỰ ÁN MOTIVATION,"Motivation là một ứng dụng học tiếng anh và là môi trường giao tiếp, tương tác ảo cho người dùng. Không chỉ vậy, Motivation là một agency, đơn vị trung gian kết nối người có nhu cầu học tiếng anh với các trung tâm anh ngữ và đồng thời là đơn vị sáng tạo, tổ chức và kích thích tạo động lực học tập cho người dùng/học viên.",,,,,,,,,,,,,
BOOKS AWAY,"Dự án Books away được lấy ý tưởng dựa trên tinh thần đọc sách và muốn lan tỏa ý nghĩa của việc đọc sáhc đến cho tất cả mọi người. Với mong muốn vượt mọi rào cản, mang đến tận tay người đọc những quyển sách có giá trị",,,,,,,,,,,,,
From Our Kitchen to Yours: Taste the Heart of Vietnam,"Nền ẩm thực Việt Nam không chỉ là hành trình hương vị đã được ghi dấu, gọt giũa qua hàng ngàn năm lịch sử, mà còn là cầu nối văn hóa độc đáo, được thế giới công nhận qua nhiều giải thưởng uy tín. Trên bản đồ ẩm thực thế giới, các món ăn Việt không chỉ được vinh danh bởi hương vị độc đáo mà còn trở thành một điểm đến văn hóa thu hút du khách quốc tế. Tuy nhiên, điều đặc biệt nhất trong văn hóa ẩm thực Việt nằm ở giá trị tinh thần của bữa cơm gia đình - nơi mà mỗi món ăn đóng vai trò là sợi dây gắn kết các thế hệ, là nhịp cầu nối những tình cảm gia đình, láng giềng. Với mong muốn lan tỏa nhiều hơn về những nét đẹp gia đình Việt từ món ăn, dự án “From Our Kitchen to Yours: Taste the Heart of Vietnam” ra đời với sứ mệnh lan tỏa nét đẹp văn hóa ẩm thực Việt Nam đến bạn bè quốc tế.",,,,,,,,,,,,,
RULOW THAY ĐỔI CỘNG ĐỒNG,"Nhận thấy nhiều bạn trẻ ở độ tuổi vị thành niên lo ngại về mùi cơ thể và không tự tin trong các hoạt động hằng ngày, vi vậy doanh RULOW ra đời với mong muốn khắc phục các khuyết điểm trên",,,,,,,,,,,,,
Tương lai mới,https://drive.google.com/open?id=1lPtstSoSHkdjJRFQ4t1yJAY_IaV1PXJV,,,,,,,,,,,,,
ASPIRIN FLORA - SẢN PHẨM AN TOÀN CHO CÂY CẢNH,"Dự án khởi nghiệp  thu gom Aspirin hết hạn, pha chế với nước theo tỉ lệ hợp lý để tạo ra phân bón và bán ra thị trường. Ý tưởng này được tạo ra nhằm giải quyết tình trạng thuốc hết hạn sử dụng trong ngành dược, giảm thiểu tác động môi trường khi xử lý thuốc hết hạn và tạo ra sản phẩm có lợi cho cây cảnh",,,,,,,,,,,,,
EduPlay ,"Dự án EduPlay là ứng dụng trò chơi trực tuyến, cung cấp giải pháp giáo dục dành cho trẻ tự kỷ thông qua các tình huống mô phỏng phù hợp với từng độ tuổi và mức độ phát triển của trẻ.",,,,,,,,,,,,,
TRẢI NGHIỆM DI SẢN SỐ ,https://drive.google.com/open?id=1lBc7Rm0cyZVdq-G8lxysE-J4SWnmZ_3W4y5XSi7Mw5w,,,,,,,,,,,,,
HEALTHY VIETNAMESE CUISINE – THE RUD,"Dự án này tập trung vào việc biến tấu các món ăn Việt truyền thống thành những món ăn healthy, mang đến một trải nghiệm ẩm thực mới lạ và bổ dưỡng, song song đó là truyền tải câu chuyện và giá trị văn hóa Việt qua từng món ăn và bao bì sản phẩm.",,,,,,,,,,,,,
MÔ HÌNH KINH DOANH BÓ HOA THIẾT THỰC TỪ TRÁI CÂY,"Ý tưởng chính của dự án: Dự án chuyên cung cấp các bó hoa trái cây độc
đáo, kết hợp giữa tính thẩm mỹ của hoa tươi và hương vị tươi ngon của
trái cây, mang đến món quà thiết thực và ý nghĩa cho các dịp lễ, sự kiện,
và các mối quan hệ doanh nghiệp.",,,,,,,,,,,,,
ĐỒ CHỐNG XỐC HÀNG HÓA BẰNG LỤC BÌNH,"Ý tưởng chính của dự án: Dự án chuyên cung cấp các bó hoa trái cây độc đáo, kết hợp giữa tính thẩm mỹ của hoa tươi và hương vị tươi ngon của trái cây, mang đến món quà thiết thực và ý nghĩa cho các dịp lễ, sự kiện, và các mối quan hệ doanh nghiệp.",,,,,,,,,,,,,
BANANA FIBER RECYCLING,"Dự án ""tái chết sơ chuối"" từ thân cây chuối, chúng tôi sẽ tận dụng sơi chuối để sản xuất chậu và giỏ thủ công, mang tính chất thẩm mỹ, thân thiện với môi trường. Dự án kết hợp yếu tố bền vững, sáng tạo, góp phần giảm thiểu rác thải nông nghiệp",,,,,,,,,,,,,
Share2Receive ,Ứng dụng trao đổi đồ dùng thời trang cũ giúp,,,,,,,,,,,,,
AN MỘC,,,,,,,,,,,,,,
Petcare , Ứng dụng điện thoại kết nối với doanh nghiệp nhằm cung cấp các dịch vụ chăm sóc cho thú cưng,,,,,,,,,,,,,
Ống hút bã cà phê SR,Ống hút bã cà phê SR,,,,,,,,,,,,,
Ống hút bã cà phê SR,,,,,,,,,,,,,,
"Nghiên cứu và phát triển hệ thống giúp phân phối thực phẩm đến người có nhu cầu, giảm lãng phí do loại bỏ thức ăn dư tại Tp.HCM","Nghiên cứu và phát triển hệ thống giúp phân phối thực phẩm đến người có nhu cầu, giảm lãng phí do loại bỏ thức ăn dư tại Tp.HCM",,,,,,,,,,,,,
TRUSTIFY CSR ,GIẢI PHÁP MINH BẠCH HOẠT ĐỘNG TỪ THIỆN XÃ HỘI DỰA TRÊN CÔNG NGHỆ BLOCKCHAIN,,,,,,,,,,,,,
DailyOptimize Plus (tên viết tắt DO+),Ứng dụng tích hợp AI giúp người dùng lên kế hoạch học tập/ làm việc & tính toán chi tiêu trong cuộc sống hàng ngày,,,,,,,,,,,,,
FastBuy ,Ứng dụng hỗ trợ khách hàng tra cứu về thông tin sản phẩm và giúp khách hàng thanh toán một cách nhanh chóng và tiện lợi,,,,,,,,,,,,,
ỨNG DỤNG XANH ECO HỒN VIỆT TÁI CHẾ - DI SẢN BỀN VỮNG,,,,,,,,,,,,,,
EcoMode,,,,,,,,,,,,,,
Sản xuất viên nén than từ than bã điều,Sản xuất viên nén than từ than bã điều,,,,,,,,,,,,,
Đồ chống sốc hàng hóa bằng lục bình,Đồ chống sốc hàng hóa bằng lục bình,,,,,,,,,,,,,
ECOMAR,,,,,,,,,,,,,,
Khẩu trang kháng khuẩn làm từ chitosan - bã cà phê có khả năng phân huỷ sinh học,Khẩu trang kháng khuẩn làm từ chitosan - bã cà phê có khả năng phân huỷ sinh học,,,,,,,,,,,,,
GREENHOME,,,,,,,,,,,,,,
Dịch vụ tư vấn tiếp thị nội thất bền vững và tư vấn xây dựng không gian nội thất xanh dựa trên nhu cầu của khách hàng,Dịch vụ tư vấn tiếp thị nội thất bền vững và tư vấn xây dựng không gian nội thất xanh dựa trên nhu cầu của khách hàng,,,,,,,,,,,,,
Eco5tep,,,,,,,,,,,,,,
Plant AI ,Ứng dụng AI cho phép nhận diện bệnh của cây trồng thông qua lá cây,,,,,,,,,,,,,
FreshGuard,Túi bảo quản trái cây,,,,,,,,,,,,,
In-vitro Garden,,,,,,,,,,,,,,
Slumber Amidst Art,Đưa truyền thông đến truyền thống,,,,,,,,,,,,,
Safe Track Edu ,Quản lý đảm bảo an toàn cho học sinh dựa trên nhận diện khuôn mặt kết hợp định vị theo thời gian thực,,,,,,,,,,,,,
Thùng rác tạo năng lượng điện,Thùng rác tạo năng lượng điện,,,,,,,,,,,,,
Gatace,Gạch ốp tường trang trí nội thất bằng nhựa tái chế,,,,,,,,,,,,,
"“Nhiếp ảnh văn hóa kể chuyện” –   Lưu trữ, bảo tồn và tuyên truyền văn hóa đất nước","“Nhiếp ảnh văn hóa kể chuyện” –   Lưu trữ, bảo tồn và tuyên truyền văn hóa đất nước",,,,,,,,,,,,,
Kho lưu trử quốc tế,,,,,,,,,,,,,,
Moodly ,Nền tảng hỗ trợ theo dõi sức khỏe tâm lý cá nhân ứng dụng AI,,,,,,,,,,,,,
Golden Berry,,,,,,,,,,,,,,
EcoArt - Nghệ thuật xanh,,,,,,,,,,,,,,
ReSkin, Sản phẩm băng cá nhân tự phân hủy từ lá sen,,,,,,,,,,,,,
Ý tưởng khởi nghiệp kinh doanh máy bán tự động thức uống lành mạnh thương hiệu TOMATO,Ý tưởng khởi nghiệp kinh doanh máy bán tự động thức uống lành mạnh thương hiệu TOMATO,,,,,,,,,,,,,
Papera ,Bìa sách từ giấy tái sinh,,,,,,,,,,,,,
MUOI ,KEM CHỐNG CÔN TRÙNG THIÊN NHIÊN CHO CƠ THỂ,,,,,,,,,,,,,
Clearsky,"Ứng dụng AI thông minh thông báo và cảnh báo các vấn đề về không khí ( mức độ ô nhiễm, thời tiết, nhiệt độ,...) và các biện pháp bảo vệ sức khỏe trước các vấn đề của không khí",,,,,,,,,,,,,
3T - Túi Thân Thiện,,,,,,,,,,,,,,
ỨNG DỤNG CHUYÊN CUNG CẤP TÌM KIẾM DỊCH VỤ SỬA CHỮA XE LƯU ĐỘNG,ỨNG DỤNG CHUYÊN CUNG CẤP TÌM KIẾM DỊCH VỤ SỬA CHỮA XE LƯU ĐỘNG,,,,,,,,,,,,,
"Lăn khử mùi với chiết xuất từ trà thuần chay dành cho trẻ vị thành niên, những làn da dễ mẫn cảm - RULOW","Lăn khử mùi với chiết xuất từ trà thuần chay dành cho trẻ vị thành niên, những làn da dễ mẫn cảm - RULOW",,,,,,,,,,,,,
Hộp đựng thực phẩm từ thân chuối,Hộp đựng thực phẩm từ thân chuối,,,,,,,,,,,,,
SELF,Ứng dụng giáo dục dành cho trẻ tự kỷ,,,,,,,,,,,,,
Túi Nấm Sinh Học,Giải pháp xanh cho tương lai bền vững,,,,,,,,,,,,,
‘Bio-candle’ – Nến thơm sinh học,,,,,,,,,,,,,,
Summawise,Ứng dụng AI tóm tắt văn bản và tạo câu hỏi trắc nghiệm từ file do người học đưa vào giúp ôn luyện chính xác và nhanh chóng hơn,,,,,,,,,,,,,
TalkToDoc,"Ứng dụng tư vấn y tế trực tuyến và hổ trợ trả lời vấn đáp của bệnh nhân trong vật lý trị liệu, dinh dưỡng và sức khoẻ vận dụng AI tiện lợi, nhanh chóng hơn",,,,,,,,,,,,,
Xây dựng APP tuyển dụng thông minh (S-Recruit),,,,,,,,,,,,,,
THONG DONG COFFEE & TEA,mô hình dịch vụ quán cà phê & trà có nhân viên là người khiếm thính,,,,,,,,,,,,,
LƯỠI HỔ ,GIÁP XANH SINH HỌC – BẢO VỆ CÂY TRỒNG,,,,,,,,,,,,,
Balo cứu nạn lũ lụt,,,,,,,,,,,,,,
Nghiên cứu và xây dựng ứng dụng giúp phân loại và trao đổi đồ tái chế cho cộng đồng sinh viên trường Đại học Văn Lang,Nghiên cứu và xây dựng ứng dụng giúp phân loại và trao đổi đồ tái chế cho cộng đồng sinh viên trường Đại học Văn Lang,,,,,,,,,,,,,
Xây dựng hệ sinh thái đa dạng và chuyên nghiệp cho gia đình và trẻ em,Xây dựng hệ sinh thái đa dạng và chuyên nghiệp cho gia đình và trẻ em,,,,,,,,,,,,,
Trà Túi Lọc Hỗ Trợ Sức Khỏe Từ Phụ Phẩm Măng Tây,Trà Túi Lọc Hỗ Trợ Sức Khỏe Từ Phụ Phẩm Măng Tây,,,,,,,,,,,,,
